  1.0209687e+000  2.2382642e-001  2.0920157e-001 -1.8579020e-002 -1.6842400e-003
  2.3313456e+000  2.3672761e-001  2.2357643e-001  1.7586663e+000 -1.1618200e-001
  3.4196086e+000  2.3441842e-001  2.2543825e-001  1.8475338e+000 -1.6927000e-001
  4.5165751e+000  2.3308949e-001  2.2839875e-001  1.9167634e+000 -2.0653200e-001
  5.5946714e+000  2.2916190e-001  2.3184608e-001  1.9488486e+000 -2.3356500e-001
  6.6827417e+000  2.2749744e-001  2.3293817e-001  1.9744668e+000 -2.5325100e-001
  7.7808641e+000  2.2464878e-001  2.3664866e-001  1.9917627e+000 -2.6831400e-001
  8.8789454e+000  2.2390537e-001  2.3878680e-001  2.0050520e+000 -2.8040200e-001
  9.9470647e+000  2.2326722e-001  2.4140519e-001  2.0158677e+000 -2.8874100e-001
  1.1055139e+001  2.2183960e-001  2.4473411e-001  2.0273149e+000 -2.9593000e-001
  1.2145343e+001  2.1999752e-001  2.4643804e-001  2.0235781e+000 -3.0184200e-001
  1.3273415e+001  2.1849753e-001  2.4775381e-001  2.0268281e+000 -3.0715400e-001
  1.4360536e+001  2.1828701e-001  2.5039195e-001  2.0219992e+000 -3.1207000e-001
  1.5480635e+001  2.1876727e-001  2.4993142e-001  2.0211637e+000 -3.1711600e-001
  1.6568737e+001  2.1606992e-001  2.5441822e-001  2.0132493e+000 -3.2134500e-001
  1.7668872e+001  2.1699097e-001  2.5512874e-001  2.0041244e+000 -3.2412800e-001
  1.8759023e+001  2.1639229e-001  2.5631294e-001  2.0060717e+000 -3.2572100e-001
  1.9857339e+001  2.1635939e-001  2.5789187e-001  2.0071770e+000 -3.2843700e-001
  2.1065036e+001  2.1650413e-001  2.5881949e-001  2.0074335e+000 -3.3047900e-001
  2.2162196e+001  2.1553703e-001  2.6027343e-001  2.0089664e+000 -3.3133400e-001
  2.3231049e+001  2.1578703e-001  2.6133262e-001  2.0094138e+000 -3.3275700e-001
  2.4318461e+001  2.1604361e-001  2.6206946e-001  2.0107493e+000 -3.3404200e-001
  2.5439602e+001  2.1512257e-001  2.6296419e-001  2.0093743e+000 -3.3627800e-001
  2.6557012e+001  2.1545151e-001  2.6352997e-001  2.0093941e+000 -3.3715100e-001
  2.7715689e+001  2.1645808e-001  2.6499706e-001  2.0089401e+000 -3.3675000e-001
  2.8821761e+001  2.1531335e-001  2.6551679e-001  2.0119006e+000 -3.3818800e-001
  2.9909984e+001  2.1550414e-001  2.6634573e-001  2.0130519e+000 -3.3893600e-001
  3.1107831e+001  2.1564888e-001  2.6776019e-001  2.0139006e+000 -3.4018100e-001
  3.2186026e+001  2.1609624e-001  2.6775361e-001  2.0111967e+000 -3.4157200e-001
  3.3276297e+001  2.1488573e-001  2.6797072e-001  2.0108480e+000 -3.4233800e-001
